,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,sum
198,44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Casual,Lotto Women Coral Elegant Flip Flops,Casual Orange Flip Flops Summer
199,14055,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Flying Machine Men Check Green Shirts,Casual Green Shirts Fall
200,20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Wrangler Men Applique Navy Blue Tshirt,Casual Navy Blue Tshirts Fall
201,7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,Casual Grey Flip Flops Winter
202,22153,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Lee Cooper Men Brown Casual Sandals,Casual Brown Sandals Summer
203,43958,Men,Footwear,Sandal,Sandals,Olive,Fall,Casual,Puma Men Olive Techno Ind Sandal,Casual Olive Sandals Fall
204,28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Urban Yoga Women Printed Pink T-shirt,Casual Pink Tshirts Summer
205,50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual,Chromozome Men Charcoal Trunk Trunks,Casual Charcoal Trunk Summer
206,34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual,Palm Tree Boys Check Blue Shirt,Casual Blue Shirts Summer
207,8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,Casual Navy Blue Shirts Fall
208,2243,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,Sports White Tshirts Fall
209,30496,Women,Apparel,Innerwear,Bra,Purple,Summer,Casual,Lovable Women Fiona Purple Bra,Casual Purple Bra Summer
210,27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,Casual,Jockey Women Blue Lounge Pants,Casual Blue Lounge Pants Winter
211,33213,Women,Apparel,Topwear,Tops,Magenta,Summer,Casual,Sepia Women Printed Magenta Top,Casual Magenta Tops Summer
212,39729,Women,Apparel,Topwear,Tops,Olive,Summer,Casual,Arrow Woman Olive Top,Casual Olive Tops Summer
213,25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual,Levis Men Grey Innerwear T-Shirt,Casual Grey Innerwear Vests Summer
214,11143,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Price Catch Black Shirts,Casual Black Shirts Fall
215,56684,Women,Apparel,Saree,Sarees,Beige,Fall,Ethnic,Fabindia Beige & Maroon Mull Printed Saree,Ethnic Beige Sarees Fall
216,4988,Women,Apparel,Dress,Dresses,White,Summer,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,Casual White Dresses Summer
217,44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Indian Terrain Men Blue T-shirt,Casual Blue Tshirts Summer
218,14431,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Enroute Women Casual Black Flats,Casual Black Heels Summer
219,33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,Mother Earth Women Printed Cream Kurta,Ethnic Cream Kurtas Summer
220,11371,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,United Colors Of Benetton Men Summer Black Shirts,Casual Black Shirts Fall
221,41401,Women,Apparel,Topwear,Tops,White,Summer,Casual,Wrangler Women White Smocked Top,Casual White Tops Summer
222,4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Wrangler Cowboy Photo T-shirt,Casual Grey Tshirts Summer
223,16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Enroute Men Leather Black Formal Shoes,Formal Black Formal Shoes Fall
224,22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,Casual,Reebok Men Navy Twist Sandals,Casual Navy Blue Sports Sandals Summer
225,29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Basics Men Pack of 3 T-shirt,Casual Pink Tshirts Summer
226,7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Men's As Icon Blue T-shirt,Sports Blue Tshirts Summer
227,34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Casual,Proline Men Navy Track Pants,Casual Navy Blue Track Pants Fall
228,50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Red Chief Men Black Shoes,Casual Black Casual Shoes Winter
229,13426,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,Casual Red Tshirts Summer
230,43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,Sports Charcoal Sports Shoes Summer
231,13846,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,John Miller Men Stripes Blue Shirts,Casual Blue Shirts Fall
232,12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,Sports Black Sports Shoes Fall
233,46278,Women,Apparel,Topwear,Tunics,Red,Summer,Casual,109F Women Red & White Striped Tunic,Casual Red Tunics Summer
234,16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Washed Blue Jeans,Casual Blue Jeans Fall
235,18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,Puma Men Danny Blue Slipper,Casual Blue Flip Flops Fall
236,19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,Casual,United Colors of Benetton Men Solid Blue Sweater,Casual Blue Sweaters Summer
237,7963,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Puma Men's Large Logo Graphic White French T-shirt,Sports White Tshirts Fall
238,39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,Ethnic,Aneri Women Purple Salwar Suit,Ethnic Purple Kurta Sets Fall
239,57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,Elle Women Brown Trousers,Casual Brown Trousers Summer
240,20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,United Colors of Benetton Men Casual Black Shoes,Casual Black Casual Shoes Fall
241,41861,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Estd. 1977 Men Black Sandals,Casual Black Sandals Summer
242,5608,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,ADIDAS Men Kendall Black Navy Floater,Casual Black Sandals Summer
243,15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,Casual,Turtle Solid Men  Burgundy Shirt,Casual Burgundy Shirts Fall
244,20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,Wrangler Men Polo Charcoal T-shirt,Casual Brown Tshirts Fall
245,47198,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Franco Leone Men Brown Sandals,Casual Brown Sandals Summer
246,28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,Casual,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,Casual Grey Melange Briefs Summer
247,26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Jealous 21 Women Washed Blue Jeans,Casual Blue Jeans Summer
248,13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,Palm Tree Kids Boy Solid Brown Trousers,Casual Brown Trousers Fall
249,43538,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,French Connection Women Blue Top,Casual Blue Tops Summer
250,8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,Casual Yellow Tshirts Fall
251,31118,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,Gini and Jony Girls Red Top,Casual Red Tops Summer
252,19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual,ADIDAS Men Vigor Blue Casual Shoes,Casual Blue Casual Shoes Fall
253,5862,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men's Stripe Black T-shirt,Casual Black Tshirts Summer
254,14409,Women,Footwear,Shoes,Heels,White,Summer,Casual,Enroute Women Casual White Heels,Casual White Heels Summer
255,58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Puma Men Grey T-shirt,Casual Grey Tshirts Summer
256,11947,Men,Footwear,Sandal,Sandals,Olive,Summer,Casual,Ganuchi Men Casual Olive Sandals,Casual Olive Sandals Summer
257,51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Women Blue Jeans,Casual Blue Jeans Summer
258,29583,Women,Footwear,Shoes,Flats,Silver,Summer,Casual,Puma Women Grace Silver Sandals,Casual Silver Flats Summer
259,55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,Casual Pink Night suits Summer
260,7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,Jealous 21 Women's Aaren Black Jegging,Casual Black Jeans Fall
261,28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,Urban Yoga Women Black Track Pants,Casual Black Track Pants Summer
262,43960,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,Indigo Nation Men Grey Striped Shirt,Formal Grey Shirts Summer
263,8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,Casual Navy Blue Shirts Fall
264,27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,Casual,Jockey Women Black Lounge Pants,Casual Black Lounge Pants Winter
265,34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men Sukoi White Sports Shoes,Sports White Sports Shoes Summer
266,23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,Sports,Fila Men Grey Hex Sports Shoes,Sports Grey Sports Shoes Winter
267,22359,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,John Players Men Check Blue Shirt,Casual Blue Shirts Summer
268,19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual,Lotto Women XL Kelly Pink Slippers,Casual Pink Flip Flops Fall
269,49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,Casual,Mineral Women Grey Skirt,Casual Grey Skirts Summer
270,2049,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,ADIDAS Men's Slim Fit White T-shirt,Sports White Tshirts Summer
271,17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,Levis Men Comfort Style White Innerwear Vest,Casual White Innerwear Vests Summer
272,33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,Ethnic,Mother Earth Women Printed Yellow Kurta,Ethnic Yellow Kurtas Summer
273,41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Lee Cooper Men Black Sports Shoes,Sports Black Sports Shoes Fall
274,11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Lee Men Blue Chicago Fit Jeans,Casual Blue Jeans Summer
275,24892,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,United Colors of Benetton Men Black T-shirt,Casual Black Tshirts Fall
276,58514,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,Tonga Women Grey Top,Casual Grey Tops Summer
277,33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,Puma Women Kuris Silver & Grey Sports Shoes,Sports Silver Sports Shoes Summer
278,38637,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Red Delhi T-shirt,Casual Red Tshirts Summer
279,5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Puma Men Cavallino Black Shoe,Casual Black Casual Shoes Summer
280,4944,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,Casual White Shirts Summer
281,10861,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Wrangler Men Dirt Riders White T-Shirts,Casual White Tshirts Fall
282,59600,Women,Apparel,Saree,Sarees,Rust,Fall,Ethnic,FNF Rust Wedding Collection Sari,Ethnic Rust Sarees Fall
283,47508,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,Facit Men Black Brief,Casual Black Briefs Summer
284,54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,Casual,Do u speak Green Girls Olive 3/4 Pant,Casual Olive Capris Summer
285,17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,Casual Grey Tshirts Fall
286,31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Mark Taylor Men Printed Maroon T-shirt,Casual Maroon Tshirts Summer
287,49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,Casual,Vans Men Maroon & Grey Era Shoes,Casual Maroon Casual Shoes Summer
288,18230,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Manchester United Men Printed White Tshirt,Casual White Tshirts Fall
289,23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,ADIDAS Men Grey Striped T-shirt,Casual Grey Tshirts Fall
290,9667,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Indigo Nation Men Bling Red Black Shirts,Casual Purple Shirts Fall
291,16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,Sports,Puma Men Poly Knitted Black Tracksuit,Sports Black Tracksuits Fall
292,3953,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,Jealous 21 Women's Red Peace T-shirt,Casual Red Tshirts Summer
293,28697,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,W Women Printed Black Kurta,Ethnic Black Kurtas Summer
294,12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Casual,Puma Men Solid Blue Track Pants,Casual Blue Track Pants Fall
295,8587,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Scullers Men Red Check Shirt,Casual Red Shirts Fall
296,42248,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Sepia Women Pink Top,Casual Pink Tops Summer
297,17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual,Levis Men Comfort Style Grey Innerwear Vest,Casual Grey Innerwear Vests Summer
298,9455,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,John Miller Men Red Striped Shirt,Formal Red Shirts Fall
299,18002,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,Puma Women Essential Skinny Black 3/4 Pant,Sports Black Capris Summer
300,1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,Sports,Nabaiji Swimming Goggles Blue Black,Sports Blue Swimwear Fall
301,32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,Casual,Allen Solly Women Red Shorts,Casual Red Shorts Summer
302,6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt,Casual Grey Tshirts Summer
303,12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,ADIDAS Men Sports White Sports Shoes,Sports White Sports Shoes Fall
304,29321,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,ADIDAS Men Black Jersey,Sports Black Tshirts Summer
305,9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,Casual,Buckaroo Men loma Tan Casual Shoes,Casual Tan Casual Shoes Winter
306,26369,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,Arrow Woman Blue Shirt,Casual Blue Shirts Summer
307,33489,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Doodle Kids Boy Check Green Shirt,Casual Green Shirts Summer
308,59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,Casual,Carlton London Women Blue & Cream Shoes,Casual Blue Casual Shoes Winter
309,15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Fila Men Lobato Black Casual Shoes,Casual Black Casual Shoes Summer
310,45409,Women,Footwear,Shoes,Flats,Black,Winter,Casual,Rocia Women Black & Brown Sandals,Casual Black Flats Winter
311,56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,John Players Men Beige Shorts,Casual Beige Trousers Summer
312,40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boys Core Red T-shirt,Casual Red Tshirts Summer
313,39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Peter England Men Party Black Jeans,Casual Black Jeans Summer
314,15977,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Turtle Solid Men Red Shirt,Casual Red Shirts Fall
315,32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,Casual,Music Men Printed Blue T-shirt,Casual Blue Tshirts Spring
316,10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,Flying Machine Men Walnut Brown Tshirts,Casual Brown Tshirts Fall
317,14099,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Flying Machine Women Solid Pink Tops,Casual Pink Tops Fall
318,1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Inkfruit Men Ride It Or Die T-shirt,Casual Blue Tshirts Summer
319,30802,Men,Apparel,Topwear,Shirts,Blue,Summer,Ethnic,Fabindia Men Blue Shirt,Ethnic Blue Shirts Summer
320,51009,Women,Apparel,Innerwear,Bra,Rose,Summer,Casual,Enamor Rose Full Figure Bra FF07,Casual Rose Bra Summer
321,7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Red Tape Men's Black Formal Shoe,Formal Black Formal Shoes Winter
322,26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,Jealous 21 Women Check Navy Blue Top,Casual Navy Blue Tops Summer
323,27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Aneri Women Jazz Brown Kurta,Ethnic Brown Kurtas Summer
324,9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Puma Men Axis XT Black Shoes,Sports Black Sports Shoes Fall
325,51835,Women,Apparel,Innerwear,Briefs,Red,Summer,Casual,Bwitch Red Lace  Briefs,Casual Red Briefs Summer
326,19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,Casual Navy Blue Tshirts Winter
327,44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Puma Men Black Aquil II Sports Shoes,Sports Black Sports Shoes Summer
328,24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Manchester United Men Navy Blue Striped T-shirt,Casual Navy Blue Tshirts Fall
329,33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Mother Earth Women Pink Kurta,Ethnic Pink Kurtas Fall
330,41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Wrangler Women Pink T-shirt,Casual Pink Tshirts Summer
331,11376,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,United Colors Of Benetton Women Light Winter Grey Tops,Casual Grey Tops Fall
332,4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Superman Men's Silhouette Light Blue T-shirt,Casual Blue Tshirts Summer
333,19927,Men,Footwear,Sandal,Sandals,Grey,Fall,Casual,ADIDAS Men Receptor Grey Sandals,Casual Grey Sandals Fall
334,7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports,Nike Women's Smash Pink T-shirt,Sports Pink Tshirts Summer
335,22366,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Ed Hardy Men New Tiger White T-Shirt,Casual White Tshirts Fall
336,3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Spalding Men's Black and White Graphic Flip Flop,Casual Black Flip Flops Summer
337,16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Enroute Men Leather Black Formal Shoes,Formal Black Formal Shoes Fall
338,50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Red Chief Men Black Formal Shoes,Formal Black Formal Shoes Winter
339,34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,Casual,Proline Men Charcoal Grey Track Pants,Casual Charcoal Track Pants Winter
340,13421,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts,Casual Black Tshirts Summer
341,27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,Scullers Men Beige Trousers,Casual Beige Trousers Summer
342,22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Lee Cooper Men Black Formal Shoes,Formal Black Formal Shoes Fall
343,16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,Peter England Men Stripes Maroon Shirt,Formal Maroon Shirts Fall
344,46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,Casual,ADIDAS Men Black Sweatshirt,Casual Black Sweatshirts Summer
345,34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual,Gini and Jony Boys Check Blue Shirt,Casual Blue Shirts Summer
346,50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual,Chromozome Men Pack of Two Trunks,Casual Charcoal Trunk Summer
347,31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Classic Polo Men Striped Navy Blue T-shirt,Casual Navy Blue Tshirts Summer
348,19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Puma Men Standpunkt Brown Casual Shoes,Casual Brown Casual Shoes Fall
349,13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual,Hanes Men Sleeveless V Neck Red Innerwear T-shirt,Casual Red Innerwear Vests Summer
350,27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,Casual,Jockey Women Grey Melange Shorts,Casual Grey Melange Shorts Winter
351,2244,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Women's Black T-shirt,Casual Black Tshirts Fall
352,33214,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,Sepia Women Printed Black & Green Tunic,Casual Black Tunics Summer
353,10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,Reebok Women Reeflex Run Blue Sports Shoes,Sports Blue Sports Shoes Fall
354,11144,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Price Catch Black Shirts,Casual Black Shirts Fall
355,25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,Casual,Levis Men Maroon Innerwear Vest,Casual Maroon Innerwear Vests Summer
356,58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,Ethnic,ALayna Women Off White  Kurta,Ethnic Off White Kurtas Summer
357,11978,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,FILA Men Aruba Navy Blue Sandal,Casual Navy Blue Sandals Summer
358,34455,Women,Footwear,Shoes,Heels,Black,Spring,Formal,Rocia Women Black Shoes,Formal Black Heels Spring
359,6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,UCB Men's Making Light Pink T-shirt,Casual Pink Tshirts Summer
360,35587,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Gliders Men Brown Leather Sandals,Casual Brown Sandals Summer
361,7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Tantra Men's Whatever Purple T-shirt,Casual Purple Tshirts Fall
362,2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,Nike Men's Colors Team India T-shirt,Sports Blue Tshirts Fall
363,43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,French Connection Men Maroon T-shirt,Casual Maroon Tshirts Summer
364,28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,BIBA Women Printed Multi Coloured Kurta,Ethnic Multi Kurtas Summer
